#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Kafricana	4356_159163	t	Kafricana	4358_190121	h	1
Cglabrata	4356_159153	t	Cglabrata	4358_190132	h	1
Scerevisiae	1292_194684	h	Scerevisiae	2161_24862	h	1
Cglabrata	1292_194683	h	Cglabrata	2161_24871	h	1
Knaganishii	357_43756	h	Knaganishii	4191_231402	t	1
Kafricana	357_43755	h	Kafricana	4191_231401	t	1
node_10	357_43754	h	node_10	4191_231400	t	1
Ndairenensis	2489_120912	h	Ndairenensis	2563_177613	h	1
Ndairenensis	1445_3147	t	Ndairenensis	3244_158441	h	1
Kafricana	1445_3141	t	Kafricana	3244_158438	h	1
Knaganishii	1445_3124	t	Knaganishii	3244_158462	h	1
Scerevisiae	1445_3116	t	Scerevisiae	3244_158451	h	1
Knaganishii	438_84600	t	Knaganishii	1646_108726	t	1
Kafricana	438_84599	t	Kafricana	1646_108725	t	1
Knaganishii	1591_156225	t	Knaganishii	1592_140315	t	1
Kafricana	1591_156224	t	Kafricana	1592_140314	t	1
Scerevisiae	1591_156218	t	Scerevisiae	1592_140324	t	1
Kafricana	144_68352	h	Kafricana	1910_23614	t	1
Cglabrata	2481_31159	h	Cglabrata	2483_226986	h	1
Ndairenensis	3668_141244	t	Ndairenensis	3669_108647	h	1
Knaganishii	3668_141241	t	Knaganishii	3669_108631	h	1
Kafricana	3668_141240	t	Kafricana	3669_108660	h	1
Scerevisiae	3668_141234	t	Scerevisiae	3669_108655	h	1
Cglabrata	3668_141233	t	Cglabrata	3669_108689	h	1
Ndairenensis	3261_3275	t	Ndairenensis	3262_62223	t	1
Kafricana	3261_3272	t	Kafricana	3262_62240	t	1
Knaganishii	3261_3265	t	Knaganishii	3262_62241	t	1
Scerevisiae	3261_3260	t	Scerevisiae	3262_62236	t	1
Cglabrata	3261_3259	t	Cglabrata	3262_62235	t	1
Cglabrata	1669_25872	t	Cglabrata	1670_205039	h	1
Scerevisiae	1669_25863	t	Scerevisiae	1670_205034	h	1
Ndairenensis	2000_129998	t	Ndairenensis	2002_25194	t	1
Knaganishii	2000_129995	t	Knaganishii	2002_25207	t	1
Kafricana	2000_129994	t	Kafricana	2002_25206	t	1
Scerevisiae	2000_129991	t	Scerevisiae	2002_25221	t	1
Knaganishii	711_29833	t	Knaganishii	712_161951	t	1
Cglabrata	711_29828	t	Cglabrata	712_161985	t	1
Ndairenensis	711_29819	t	Ndairenensis	712_161977	t	1
Kafricana	711_29816	t	Kafricana	712_161974	t	1
Scerevisiae	711_29809	t	Scerevisiae	712_161964	t	1
Knaganishii	2915_167565	t	Knaganishii	2926_34417	h	1
Kafricana	2915_167564	t	Kafricana	2926_34466	h	1
Cglabrata	2915_167560	t	Cglabrata	2926_34433	h	1
Ndairenensis	2915_167556	t	Ndairenensis	2926_34420	h	1
Ndairenensis	1413_53482	t	Ndairenensis	1414_55505	h	1
Scerevisiae	1413_53477	t	Scerevisiae	1414_55525	h	1
Knaganishii	1413_53464	t	Knaganishii	1414_55486	h	1
Kafricana	1413_53463	t	Kafricana	1414_55519	h	1
Cglabrata	1413_53459	t	Cglabrata	1414_55524	h	1
Knaganishii	1206_204672	h	Knaganishii	1208_97915	t	1
Ndairenensis	559_173390	h	Ndairenensis	561_119101	h	1
Kafricana	559_173387	h	Kafricana	561_119097	h	1
Knaganishii	559_173379	h	Knaganishii	561_119098	h	1
Cglabrata	559_173374	h	Cglabrata	561_119093	h	1
Knaganishii	1316_95317	h	Knaganishii	2115_80672	t	1
Kafricana	1316_95316	h	Kafricana	2115_80671	t	1
Ndairenensis	1683_187396	h	Ndairenensis	4543_135923	t	1
Knaganishii	1683_187383	h	Knaganishii	4543_135920	t	1
Kafricana	1683_187381	h	Kafricana	4543_135919	t	1
Cglabrata	1683_187377	h	Cglabrata	4543_135897	t	1
Scerevisiae	1683_187367	h	Scerevisiae	4543_135898	t	1
Ndairenensis	984_196239	h	Ndairenensis	2595_84747	t	1
Cglabrata	1930_13375	t	Cglabrata	4974_23173	t	1
Ndairenensis	1930_13367	t	Ndairenensis	4974_23187	t	1
Kafricana	1930_13358	t	Kafricana	4974_23183	t	1
Kafricana	1803_96443	t	Kafricana	1804_107441	t	1
Scerevisiae	1803_96439	t	Scerevisiae	1804_107437	t	1
Cglabrata	1803_96438	t	Cglabrata	1804_107463	t	1
Scerevisiae	4204_177496	t	Scerevisiae	4205_10752	h	1
Ndairenensis	1231_4492	t	Ndairenensis	2459_75478	h	1
Ndairenensis	196_135279	h	Ndairenensis	197_234181	h	1
Knaganishii	196_135276	h	Knaganishii	197_234194	h	1
Kafricana	196_135275	h	Kafricana	197_234193	h	1
node_10	196_135274	h	node_10	197_234192	h	1
Scerevisiae	196_135272	h	Scerevisiae	197_234189	h	1
Cglabrata	196_135271	h	Cglabrata	197_234188	h	1
node_8	196_135270	h	node_8	197_234187	h	1
Knaganishii	4972_228614	h	Knaganishii	4973_121723	h	1
Cglabrata	4972_228597	h	Cglabrata	4973_121718	h	1
Kafricana	4972_228582	h	Kafricana	4973_121722	h	1
Scerevisiae	4972_228575	h	Scerevisiae	4973_121727	h	1
Kafricana	4205_10757	t	Kafricana	4940_99679	t	1
Cglabrata	4205_10751	t	Cglabrata	4940_99675	t	1
Knaganishii	4205_10734	t	Knaganishii	4940_99658	t	1
Ndairenensis	2695_195383	h	Ndairenensis	2733_10862	h	1
Kafricana	2695_195380	h	Kafricana	2733_10875	h	1
Knaganishii	2695_195357	h	Knaganishii	2733_10876	h	1
Cglabrata	2695_195352	h	Cglabrata	2733_10870	h	1
Knaganishii	1885_31522	h	Knaganishii	1886_67804	t	1
Kafricana	1885_31498	h	Kafricana	1886_67784	t	1
Ndairenensis	1608_200714	t	Ndairenensis	1609_227771	t	1
Knaganishii	1608_200711	t	Knaganishii	1609_227791	t	1
Kafricana	1608_200710	t	Kafricana	1609_227764	t	1
node_9	1608_200708	t	node_9	1609_227761	t	1
Cglabrata	1608_200706	t	Cglabrata	1609_227785	t	1
Knaganishii	120_2097	t	Knaganishii	3795_21878	h	1
Cglabrata	120_2092	t	Cglabrata	3795_21873	h	1
Ndairenensis	120_2086	t	Ndairenensis	3795_21881	h	1
Kafricana	120_2083	t	Kafricana	3795_21877	h	1
Cglabrata	717_155538	t	Cglabrata	719_89307	h	1
Scerevisiae	118_39890	h	Scerevisiae	128_220069	t	1
Ndairenensis	118_39882	h	Ndairenensis	128_220055	t	1
Knaganishii	118_39879	h	Knaganishii	128_219997	t	1
Kafricana	118_39878	h	Kafricana	128_220052	t	1
node_9	118_39876	h	node_9	128_220049	t	1
Cglabrata	118_39874	h	Cglabrata	128_220008	t	1
Ndairenensis	3651_73765	t	Ndairenensis	3652_207930	t	1
Knaganishii	3651_73762	t	Knaganishii	3652_207948	t	1
Kafricana	3651_73761	t	Kafricana	3652_207927	t	1
Scerevisiae	3651_73758	t	Scerevisiae	3652_207943	t	1
Cglabrata	3651_73757	t	Cglabrata	3652_207923	t	1
Knaganishii	2838_115331	t	Knaganishii	3635_23857	t	1
Ndairenensis	375_73816	h	Ndairenensis	382_78834	t	1
Cglabrata	375_73809	h	Cglabrata	382_78828	t	1
node_7	375_73806	h	node_7	382_78826	t	1
Knaganishii	1449_24303	t	Knaganishii	1450_46794	t	1
Kafricana	1449_24302	t	Kafricana	1450_46775	t	1
Scerevisiae	1449_24299	t	Scerevisiae	1450_46771	t	1
Cglabrata	1449_24298	t	Cglabrata	1450_46789	t	1
Knaganishii	1249_207186	h	Knaganishii	3067_1388	t	1
Ndairenensis	99_187947	h	Ndairenensis	100_216980	t	1
Knaganishii	99_187944	h	Knaganishii	100_216993	t	1
Kafricana	99_187943	h	Kafricana	100_216957	t	1
Scerevisiae	99_187940	h	Scerevisiae	100_216952	t	1
Cglabrata	99_187939	h	Cglabrata	100_217002	t	1
Scerevisiae	1164_228200	h	Scerevisiae	1165_63969	h	1
Ndairenensis	1149_71850	h	Ndairenensis	4622_102477	t	1
Scerevisiae	1278_179715	t	Scerevisiae	1279_107094	t	1
Kafricana	2123_208241	t	Kafricana	2125_195844	h	1
Ndairenensis	2123_208237	t	Ndairenensis	2125_195835	h	1
Knaganishii	2123_208234	t	Knaganishii	2125_195858	h	1
Scerevisiae	2123_208221	t	Scerevisiae	2125_195839	h	1
Cglabrata	2306_76306	h	Cglabrata	4672_116792	t	1
Ndairenensis	229_59182	h	Ndairenensis	3624_42418	h	1
Kafricana	229_59175	h	Kafricana	3624_42408	h	1
Scerevisiae	229_59171	h	Scerevisiae	3624_42404	h	1
Cglabrata	229_59170	h	Cglabrata	3624_42413	h	1
Knaganishii	229_59162	h	Knaganishii	3624_42409	h	1
Cglabrata	1099_41878	h	Cglabrata	4129_129369	h	1
Ndairenensis	241_103397	t	Ndairenensis	242_229129	t	1
Kafricana	241_103393	t	Kafricana	242_229126	t	1
Scerevisiae	241_103390	t	Scerevisiae	242_229122	t	1
Scerevisiae	3761_128461	h	Scerevisiae	3762_110057	h	1
Knaganishii	3729_50434	t	Knaganishii	3902_36429	h	1
Cglabrata	3729_50429	t	Cglabrata	3902_36424	h	1
Kafricana	3729_50425	t	Kafricana	3902_36428	h	1
Knaganishii	2872_83663	h	Knaganishii	2882_183103	t	1
Cglabrata	2872_83658	h	Cglabrata	2882_183097	t	1
Knaganishii	2406_178162	h	Knaganishii	4981_38616	t	1
Kafricana	2406_178161	h	Kafricana	4981_38615	t	1
Cglabrata	3161_100707	h	Cglabrata	3270_185898	h	1
Knaganishii	4908_21165	t	Knaganishii	4909_69463	h	1
Scerevisiae	4908_21161	t	Scerevisiae	4909_69437	h	1
Cglabrata	1865_200808	h	Cglabrata	2318_177166	t	1
Kafricana	448_56871	h	Kafricana	457_40274	t	1
Ndairenensis	4816_51278	h	Ndairenensis	4817_7049	h	1
Kafricana	4816_51275	h	Kafricana	4817_7037	h	1
Cglabrata	1353_75329	t	Cglabrata	1500_190510	t	1
Knaganishii	1257_121640	h	Knaganishii	1259_91081	h	1
Ndairenensis	1257_121629	h	Ndairenensis	1259_91084	h	1
Cglabrata	1257_121624	h	Cglabrata	1259_91097	h	1
Scerevisiae	1257_121616	h	Scerevisiae	1259_91108	h	1
Scerevisiae	1722_226430	t	Scerevisiae	1723_82357	h	1
Cglabrata	3306_129140	t	Cglabrata	3308_204620	h	1
Ndairenensis	403_159868	h	Ndairenensis	1901_33362	h	1
Kafricana	403_159865	h	Kafricana	1901_33359	h	1
Cglabrata	403_159854	h	Cglabrata	1901_33373	h	1
Scerevisiae	403_159850	h	Scerevisiae	1901_33355	h	1
Ndairenensis	497_65343	h	Ndairenensis	1198_146397	h	1
Knaganishii	3147_206655	h	Knaganishii	3148_26978	h	1
Cglabrata	2373_187250	h	Cglabrata	2374_36113	t	1
Scerevisiae	2373_187244	h	Scerevisiae	2374_36085	t	1
Ndairenensis	364_151061	t	Ndairenensis	367_204586	h	1
Kafricana	364_151058	t	Kafricana	367_204582	h	1
Knaganishii	364_151032	t	Knaganishii	367_204583	h	1
node_9	364_151029	t	node_9	367_204580	h	1
Cglabrata	364_151028	t	Cglabrata	367_204578	h	1
Cglabrata	1175_203470	h	Cglabrata	1883_3359	t	1
Scerevisiae	1896_134212	h	Scerevisiae	1897_39448	h	1
Cglabrata	1896_134211	h	Cglabrata	1897_39447	h	1
Knaganishii	1896_134198	h	Knaganishii	1897_39453	h	1
Kafricana	1896_134197	h	Kafricana	1897_39452	h	1
node_10	1896_134196	h	node_10	1897_39451	h	1
Cglabrata	708_146330	t	Cglabrata	709_49046	h	1
Knaganishii	708_146318	t	Knaganishii	709_49020	h	1
Kafricana	708_146317	t	Kafricana	709_49019	h	1
Scerevisiae	708_146313	t	Scerevisiae	709_49037	h	1
Ndairenensis	708_146309	t	Ndairenensis	709_49026	h	1
Ndairenensis	388_87422	h	Ndairenensis	1509_38176	t	1
Ndairenensis	393_49163	h	Ndairenensis	499_186899	h	1
Scerevisiae	2944_106515	h	Scerevisiae	2946_163507	h	1
Knaganishii	3092_77975	h	Knaganishii	3093_178000	h	1
Kafricana	3092_77974	h	Kafricana	3093_178013	h	1
Cglabrata	3092_77971	h	Cglabrata	3093_177987	h	1
Ndairenensis	3092_77960	h	Ndairenensis	3093_177993	h	1
Scerevisiae	3092_77955	h	Scerevisiae	3093_177988	h	1
Cglabrata	1296_228128	h	Cglabrata	2106_228484	t	1
Knaganishii	3891_14384	h	Knaganishii	3893_38966	h	1
Cglabrata	3891_14380	h	Cglabrata	3893_38961	h	1
Scerevisiae	1818_17767	t	Scerevisiae	1819_54675	h	1
Cglabrata	1818_17743	t	Cglabrata	1819_54690	h	1
Knaganishii	1184_82757	h	Knaganishii	3885_206223	h	1
Kafricana	1184_82756	h	Kafricana	3885_206209	h	1
Ndairenensis	1727_221189	h	Ndairenensis	1729_100156	t	1
Cglabrata	1727_221184	h	Cglabrata	1729_100133	t	1
Knaganishii	1727_221171	h	Knaganishii	1729_100140	t	1
Kafricana	1727_221170	h	Kafricana	1729_100099	t	1
Ndairenensis	1982_158115	t	Ndairenensis	2669_133617	h	1
Kafricana	2529_193514	h	Kafricana	3528_98388	h	1
Kafricana	1622_84477	h	Kafricana	1628_147848	h	1
Knaganishii	1622_84455	h	Knaganishii	1628_147858	h	1
Knaganishii	3024_140371	t	Knaganishii	3784_85662	h	1
Kafricana	3024_140370	t	Kafricana	3784_85679	h	1
Ndairenensis	3024_140362	t	Ndairenensis	3784_85682	h	1
Ndairenensis	3324_90860	h	Ndairenensis	3325_178277	t	1
Scerevisiae	353_198011	h	Scerevisiae	2458_34581	h	1
Ndairenensis	2865_219879	h	Ndairenensis	2867_105242	t	1
Kafricana	2865_219875	h	Kafricana	2867_105238	t	1
Knaganishii	4562_20338	t	Knaganishii	4695_188032	t	1
Knaganishii	2983_105069	t	Knaganishii	2984_172328	h	1
Kafricana	2983_105068	t	Kafricana	2984_172327	h	1
node_10	2983_105067	t	node_10	2984_172326	h	1
Scerevisiae	2983_105064	t	Scerevisiae	2984_172340	h	1
Cglabrata	2983_105063	t	Cglabrata	2984_172324	h	1
node_7	2983_105061	t	node_7	2984_172321	h	1
Scerevisiae	4100_52016	h	Scerevisiae	4101_7801	h	1
Knaganishii	3869_156726	h	Knaganishii	3870_169167	t	1
Kafricana	3869_156725	h	Kafricana	3870_169166	t	1
Cglabrata	3869_156721	h	Cglabrata	3870_169162	t	1
Ndairenensis	3869_156715	h	Ndairenensis	3870_169170	t	1
Scerevisiae	3869_156703	h	Scerevisiae	3870_169163	t	1
Knaganishii	3744_195260	h	Knaganishii	3745_131325	t	1
Scerevisiae	3744_195251	h	Scerevisiae	3745_131321	t	1
Ndairenensis	3744_195240	h	Ndairenensis	3745_131328	t	1
Kafricana	3744_195237	h	Kafricana	3745_131324	t	1
Knaganishii	2931_45477	h	Knaganishii	4772_39950	h	1
Cglabrata	157_194735	h	Cglabrata	1370_75289	t	1
Knaganishii	157_194728	h	Knaganishii	1370_75294	t	1
Scerevisiae	157_194724	h	Scerevisiae	1370_75290	t	1
Ndairenensis	306_9718	t	Ndairenensis	2775_58293	t	1
Kafricana	306_9715	t	Kafricana	2775_58302	t	1
Knaganishii	306_9708	t	Knaganishii	2775_58320	t	1
Scerevisiae	306_9703	t	Scerevisiae	2775_58315	t	1
Cglabrata	306_9670	t	Cglabrata	2775_58297	t	1
Knaganishii	435_147415	h	Knaganishii	445_64619	h	1
Kafricana	435_147414	h	Kafricana	445_64618	h	1
Scerevisiae	1113_37021	t	Scerevisiae	1114_166106	h	1
Cglabrata	1113_37018	t	Cglabrata	1114_166105	h	1
Kafricana	1129_222578	h	Kafricana	4153_97983	h	1
Cglabrata	2801_1684	t	Cglabrata	3972_164204	t	1
Ndairenensis	3002_17820	h	Ndairenensis	3003_152323	h	1
Knaganishii	3002_17817	h	Knaganishii	3003_152332	h	1
Kafricana	3002_17816	h	Kafricana	3003_152320	h	1
Scerevisiae	3002_17813	h	Scerevisiae	3003_152316	h	1
Cglabrata	3002_17812	h	Cglabrata	3003_152327	h	1
Cglabrata	275_178524	h	Cglabrata	276_24020	h	1
Scerevisiae	275_178515	h	Scerevisiae	276_24021	h	1
Ndairenensis	2950_116392	h	Ndairenensis	3860_163991	h	1
Knaganishii	2950_116389	h	Knaganishii	3860_163969	h	1
Kafricana	2950_116388	h	Kafricana	3860_163983	h	1
Cglabrata	2950_116377	h	Cglabrata	3860_163964	h	1
Ndairenensis	228_52233	h	Ndairenensis	229_59179	h	1
Kafricana	228_52230	h	Kafricana	229_59143	h	1
Knaganishii	228_52221	h	Knaganishii	229_59129	h	1
Scerevisiae	228_52216	h	Scerevisiae	229_59138	h	1
Cglabrata	228_52215	h	Cglabrata	229_59124	h	1
Knaganishii	4969_173621	h	Knaganishii	4970_56913	h	1
Kafricana	4969_173620	h	Kafricana	4970_56912	h	1
node_10	4969_173619	h	node_10	4970_56911	h	1
Scerevisiae	4969_173617	h	Scerevisiae	4970_56908	h	1
Cglabrata	4969_173616	h	Cglabrata	4970_56931	h	1
Ndairenensis	74_95474	t	Ndairenensis	85_175263	h	1
Kafricana	74_95471	t	Kafricana	85_175259	h	1
Cglabrata	74_95467	t	Cglabrata	85_175248	h	1
Knaganishii	74_95463	t	Knaganishii	85_175260	h	1
Knaganishii	1339_193659	h	Knaganishii	1340_74725	t	1
Ndairenensis	1339_193624	h	Ndairenensis	1340_74738	t	1
Scerevisiae	1339_193619	h	Scerevisiae	1340_74720	t	1
Kafricana	1339_193607	h	Kafricana	1340_74735	t	1
Cglabrata	1339_193602	h	Cglabrata	1340_74746	t	1
Scerevisiae	4890_101710	h	Scerevisiae	4891_164226	h	1
Cglabrata	4890_101709	h	Cglabrata	4891_164225	h	1
Ndairenensis	4890_101700	h	Ndairenensis	4891_164233	h	1
Knaganishii	4890_101697	h	Knaganishii	4891_164230	h	1
Kafricana	4890_101696	h	Kafricana	4891_164229	h	1
Cglabrata	1030_172733	h	Cglabrata	4593_159409	h	1
Kafricana	1030_172716	h	Kafricana	4593_159414	h	1
Knaganishii	1748_43731	h	Knaganishii	2233_234742	t	1
Kafricana	1748_43730	h	Kafricana	2233_234755	t	1
Scerevisiae	1748_43712	h	Scerevisiae	2233_234737	t	1
Ndairenensis	1560_130313	t	Ndairenensis	3332_181727	h	1
Kafricana	1560_130310	t	Kafricana	3332_181704	h	1
Scerevisiae	1560_130306	t	Scerevisiae	3332_181722	h	1
Knaganishii	1560_130299	t	Knaganishii	3332_181705	h	1
Cglabrata	1560_130294	t	Cglabrata	3332_181699	h	1
Scerevisiae	2568_143611	h	Scerevisiae	2579_47986	h	1
Cglabrata	2568_143600	h	Cglabrata	2579_47985	h	1
Cglabrata	3015_125672	h	Cglabrata	3774_68433	t	1
Scerevisiae	3736_153494	t	Scerevisiae	3737_67098	t	1
Cglabrata	3736_153487	t	Cglabrata	3737_67097	t	1
Ndairenensis	191_184461	h	Ndairenensis	195_83198	t	1
Knaganishii	1558_223041	h	Knaganishii	3331_17962	h	1
Kafricana	1558_223040	h	Kafricana	3331_17961	h	1
Knaganishii	2555_213232	h	Knaganishii	2556_228783	t	1
Kafricana	2555_213231	h	Kafricana	2556_228799	t	1
Scerevisiae	2555_213228	h	Scerevisiae	2556_228795	t	1
Ndairenensis	798_226510	t	Ndairenensis	799_182880	h	1
Knaganishii	798_226507	t	Knaganishii	799_182858	h	1
Kafricana	798_226506	t	Kafricana	799_182877	h	1
Scerevisiae	798_226503	t	Scerevisiae	799_182867	h	1
Cglabrata	798_226502	t	Cglabrata	799_182853	h	1
Ndairenensis	1202_147068	h	Ndairenensis	1685_102783	t	1
Knaganishii	848_164301	t	Knaganishii	851_8121	h	1
Scerevisiae	848_164297	t	Scerevisiae	851_8079	h	1
Scerevisiae	4788_127941	t	Scerevisiae	4789_157460	t	1
Scerevisiae	689_15654	t	Scerevisiae	690_88493	t	1
Cglabrata	689_15653	t	Cglabrata	690_88509	t	1
Scerevisiae	2326_11386	h	Scerevisiae	2327_129228	h	1
Cglabrata	2326_11370	h	Cglabrata	2327_129218	h	1
Ndairenensis	2326_11317	h	Ndairenensis	2327_129233	h	1
Cglabrata	1063_14588	t	Cglabrata	4864_8967	t	1
Knaganishii	926_118475	h	Knaganishii	5000_60469	t	1
Kafricana	926_118474	h	Kafricana	5000_60468	t	1
Ndairenensis	103_106381	h	Ndairenensis	4003_135204	t	1
Knaganishii	103_106378	h	Knaganishii	4003_135201	t	1
Kafricana	103_106377	h	Kafricana	4003_135217	t	1
Cglabrata	103_106373	h	Cglabrata	4003_135212	t	1
Ndairenensis	2882_183119	h	Ndairenensis	3973_186928	h	1
Kafricana	2882_183116	h	Kafricana	3973_186924	h	1
Scerevisiae	2882_183112	h	Scerevisiae	3973_186921	h	1
Knaganishii	2882_183104	h	Knaganishii	3973_186925	h	1
Cglabrata	2882_183097	h	Cglabrata	3973_186920	h	1
Kafricana	1934_189010	t	Kafricana	1935_178106	t	1
Scerevisiae	1934_189003	t	Scerevisiae	1935_178124	t	1
Knaganishii	1934_188991	t	Knaganishii	1935_178128	t	1
Cglabrata	1934_188986	t	Cglabrata	1935_178101	t	1
Knaganishii	3174_62500	t	Knaganishii	3175_172224	h	1
Scerevisiae	3174_62489	t	Scerevisiae	3175_172220	h	1
Cglabrata	3174_62488	t	Cglabrata	3175_172219	h	1
Kafricana	3174_62480	t	Kafricana	3175_172223	h	1
Ndairenensis	3174_62460	t	Ndairenensis	3175_172227	h	1
Ndairenensis	473_215213	t	Ndairenensis	1970_118120	h	1
Cglabrata	1319_218790	h	Cglabrata	1320_96824	h	1
Kafricana	3699_43633	t	Kafricana	3702_57275	t	1
Ndairenensis	407_214825	h	Ndairenensis	408_128908	h	1
Kafricana	407_214818	h	Kafricana	408_128904	h	1
Knaganishii	407_214809	h	Knaganishii	408_128905	h	1
Scerevisiae	407_214803	h	Scerevisiae	408_128901	h	1
Ndairenensis	3023_49996	t	Ndairenensis	3783_225671	h	1
Kafricana	3023_49993	t	Kafricana	3783_225679	h	1
Knaganishii	3023_49965	t	Knaganishii	3783_225710	h	1
Cglabrata	3023_49959	t	Cglabrata	3783_225705	h	1
node_7	3023_49956	t	node_7	3783_225702	h	1
Ndairenensis	2532_41080	h	Ndairenensis	3655_126050	h	1
Knaganishii	2532_41077	h	Knaganishii	3655_126063	h	1
Kafricana	2532_41076	h	Kafricana	3655_126047	h	1
Scerevisiae	2532_41073	h	Scerevisiae	3655_126043	h	1
Cglabrata	2532_41072	h	Cglabrata	3655_126058	h	1
Scerevisiae	365_220871	h	Scerevisiae	1497_80567	h	1
Cglabrata	123_106144	h	Cglabrata	2050_61572	h	1
Ndairenensis	431_107515	h	Ndairenensis	3368_87545	h	1
Ndairenensis	2738_91989	t	Ndairenensis	3968_9381	h	1
Cglabrata	2738_91981	t	Cglabrata	3968_9386	h	1
Scerevisiae	1551_94633	t	Scerevisiae	3324_90872	h	1
Ndairenensis	2568_143628	h	Ndairenensis	3949_8284	h	1
Kafricana	2568_143616	h	Kafricana	3949_8281	h	1
Knaganishii	2568_143574	h	Knaganishii	3949_8262	h	1
Kafricana	2248_89286	t	Kafricana	2250_215878	h	1
Knaganishii	2248_89276	t	Knaganishii	2250_215879	h	1
Cglabrata	2248_89271	t	Cglabrata	2250_215874	h	1
Scerevisiae	2248_89258	t	Scerevisiae	2250_215889	h	1
Scerevisiae	1990_95496	h	Scerevisiae	1991_138714	t	1
Ndairenensis	1146_90992	h	Ndairenensis	1852_178375	h	1
Ndairenensis	4772_39953	h	Ndairenensis	4778_216424	h	1
Ndairenensis	64_181864	t	Ndairenensis	2503_44698	h	1
Knaganishii	64_181861	t	Knaganishii	2503_44726	h	1
Kafricana	64_181860	t	Kafricana	2503_44695	h	1
Ndairenensis	858_23385	t	Ndairenensis	859_110368	t	1
Knaganishii	858_23382	t	Knaganishii	859_110353	t	1
Kafricana	858_23381	t	Kafricana	859_110365	t	1
Scerevisiae	858_23378	t	Scerevisiae	859_110376	t	1
Cglabrata	858_23377	t	Cglabrata	859_110348	t	1
Ndairenensis	3442_202477	t	Ndairenensis	3443_164153	t	1
Scerevisiae	3442_202467	t	Scerevisiae	3443_164148	t	1
Cglabrata	907_32464	t	Cglabrata	3314_77370	h	1
Knaganishii	1533_53513	h	Knaganishii	4886_56722	h	1
Ndairenensis	2900_148071	h	Ndairenensis	2901_232334	t	1
Knaganishii	2900_148068	h	Knaganishii	2901_232343	t	1
Kafricana	2900_148067	h	Kafricana	2901_232355	t	1
Scerevisiae	2900_148064	h	Scerevisiae	2901_232338	t	1
Cglabrata	2900_148063	h	Cglabrata	2901_232337	t	1
Knaganishii	2487_116712	t	Knaganishii	4623_211948	t	1
Kafricana	2487_116711	t	Kafricana	4623_211947	t	1
Scerevisiae	2487_116708	t	Scerevisiae	4623_211970	t	1
Cglabrata	2732_22451	h	Cglabrata	4168_38459	h	1
Knaganishii	4548_192432	t	Knaganishii	4670_19299	h	1
Kafricana	4548_192431	t	Kafricana	4670_19313	h	1
Scerevisiae	4548_192427	t	Scerevisiae	4670_19356	h	1
Ndairenensis	4548_192423	t	Ndairenensis	4670_19318	h	1
Knaganishii	4576_216465	h	Knaganishii	4588_96966	h	1
Kafricana	4576_216464	h	Kafricana	4588_96990	h	1
Ndairenensis	1726_24155	h	Ndairenensis	2049_163854	t	1
Knaganishii	1726_24152	h	Knaganishii	2049_163914	t	1
Kafricana	1726_24151	h	Kafricana	2049_163886	t	1
Cglabrata	1726_24147	h	Cglabrata	2049_163868	t	1
Knaganishii	2061_67836	t	Knaganishii	2323_120937	h	1
Kafricana	2061_67835	t	Kafricana	2323_120936	h	1
Cglabrata	1845_171035	h	Cglabrata	4076_166947	h	1
Cglabrata	1407_167984	h	Cglabrata	2742_106540	h	1
Cglabrata	1549_14084	t	Cglabrata	3324_90846	h	1
Scerevisiae	1549_14078	t	Scerevisiae	3324_90855	h	1
Knaganishii	2758_9931	h	Knaganishii	2809_8675	h	1
Cglabrata	3720_162006	h	Cglabrata	3909_173061	t	1
Kafricana	883_224592	t	Kafricana	1802_220450	h	1
Knaganishii	883_224557	t	Knaganishii	1802_220451	h	1
Ndairenensis	3303_97282	h	Ndairenensis	3599_86919	h	1
Ndairenensis	2882_183119	t	Ndairenensis	3972_164195	h	1
Kafricana	2882_183116	t	Kafricana	3972_164191	h	1
Scerevisiae	2882_183112	t	Scerevisiae	3972_164188	h	1
Knaganishii	2882_183104	t	Knaganishii	3972_164192	h	1
Kafricana	2918_156433	t	Kafricana	2919_172527	h	1
Scerevisiae	2918_156428	t	Scerevisiae	2919_172522	h	1
node_7	2918_156425	t	node_7	2919_172519	h	1
Ndairenensis	2918_156420	t	Ndairenensis	2919_172517	h	1
Knaganishii	2918_156417	t	Knaganishii	2919_172514	h	1
Cglabrata	2694_4851	t	Cglabrata	2696_109879	t	1
Knaganishii	2694_4845	t	Knaganishii	2696_109884	t	1
Ndairenensis	2694_4830	t	Ndairenensis	2696_109887	t	1
Kafricana	2694_4827	t	Kafricana	2696_109883	t	1
Cglabrata	294_214031	h	Cglabrata	2533_179267	h	1
Cglabrata	4014_50274	t	Cglabrata	4024_34157	t	1
Ndairenensis	4014_50270	t	Ndairenensis	4024_34187	t	1
Knaganishii	4014_50267	t	Knaganishii	4024_34162	t	1
Kafricana	4014_50266	t	Kafricana	4024_34161	t	1
Scerevisiae	4014_50263	t	Scerevisiae	4024_34182	t	1
Kafricana	4508_96571	t	Kafricana	4511_213967	t	1
Cglabrata	820_66822	h	Cglabrata	2722_91435	t	1
Knaganishii	1153_96506	h	Knaganishii	1154_118168	h	1
Ndairenensis	1153_96488	h	Ndairenensis	1154_118190	h	1
Scerevisiae	1153_96483	h	Scerevisiae	1154_118196	h	1
Kafricana	1153_96472	h	Kafricana	1154_118187	h	1
