#Species	Gene_1	Ext_1	Species	Gene_2	Ext_2	Weight
Knaganishii	291_103694	h	Knaganishii	2780_151359	h	1
Scerevisiae	291_103689	h	Scerevisiae	2780_151355	h	1
Cglabrata	291_103688	h	Cglabrata	2780_151373	h	1
Ncastellii	291_103681	h	Ncastellii	2780_151361	h	1
Ndairenensis	291_103667	h	Ndairenensis	2780_151362	h	1
Kafricana	291_103663	h	Kafricana	2780_151358	h	1
Tdelbrueckii	291_103654	h	Tdelbrueckii	2780_151350	h	1
Zrouxii	291_103653	h	Zrouxii	2780_151349	h	1
node_5	291_103652	h	node_5	2780_151348	h	1
node_4	291_103650	h	node_4	2780_151346	h	1
Klactis	291_103649	h	Klactis	2780_151345	h	1
Egossypii	291_103648	h	Egossypii	2780_151344	h	1
Ecymbalariae	291_103647	h	Ecymbalariae	2780_151343	h	1
node_3	291_103646	h	node_3	2780_151342	h	1
node_2	291_103645	h	node_2	2780_151341	h	1
Lkluyveri	291_103644	h	Lkluyveri	2780_151340	h	1
Lthermotolerans	291_103643	h	Lthermotolerans	2780_151339	h	1
node_1	291_103642	h	node_1	2780_151338	h	1
node_0	291_103641	h	node_0	2780_151337	h	1
Tblattae	2928_230168	t	Tblattae	4775_123628	t	1
Tdelbrueckii	2928_230153	t	Tdelbrueckii	4775_123597	t	1
Zrouxii	2928_230152	t	Zrouxii	4775_123596	t	1
node_5	2928_230151	t	node_5	4775_123595	t	1
Klactis	2928_230149	t	Klactis	4775_123593	t	1
Egossypii	2928_230148	t	Egossypii	4775_123592	t	1
Ecymbalariae	2928_230147	t	Ecymbalariae	4775_123591	t	1
node_3	2928_230146	t	node_3	4775_123590	t	1
Lkluyveri	2928_230144	t	Lkluyveri	4775_123588	t	1
Lthermotolerans	2928_230143	t	Lthermotolerans	4775_123584	t	1
Klactis	4221_89588	t	Klactis	4835_53592	t	1
Lkluyveri	4221_89585	t	Lkluyveri	4835_53587	t	1
Lthermotolerans	4221_89584	t	Lthermotolerans	4835_53586	t	1
node_1	4221_89583	t	node_1	4835_53585	t	1
Lthermotolerans	3967_121537	h	Lthermotolerans	3968_9314	h	1
Knaganishii	3967_121530	h	Knaganishii	3968_9378	h	1
Egossypii	3967_121519	h	Egossypii	3968_9320	h	1
Klactis	3967_121511	h	Klactis	3968_9325	h	1
Scerevisiae	3967_121504	h	Scerevisiae	3968_9367	h	1
Tdelbrueckii	3967_121497	h	Tdelbrueckii	3968_9359	h	1
Zrouxii	3967_121496	h	Zrouxii	3968_9358	h	1
node_5	3967_121495	h	node_5	3968_9357	h	1
Tphaffii	3967_121493	h	Tphaffii	3968_9335	h	1
Kafricana	3967_121490	h	Kafricana	3968_9377	h	1
Ncastellii	3967_121478	h	Ncastellii	3968_9344	h	1
Ecymbalariae	3967_121467	h	Ecymbalariae	3968_9319	h	1
Lkluyveri	3967_121462	h	Lkluyveri	3968_9315	h	1
Tblattae	384_96082	t	Tblattae	3538_103714	t	1
Ndairenensis	963_93845	t	Ndairenensis	1134_137733	h	1
Ncastellii	963_93844	t	Ncastellii	1134_137732	h	1
Knaganishii	963_93842	t	Knaganishii	1134_137730	h	1
Cglabrata	963_93838	t	Cglabrata	1134_137741	h	1
Kafricana	963_93834	t	Kafricana	1134_137729	h	1
Tdelbrueckii	963_93823	t	Tdelbrueckii	1134_137710	h	1
Zrouxii	963_93822	t	Zrouxii	1134_137709	h	1
node_5	963_93821	t	node_5	1134_137708	h	1
Egossypii	963_93819	t	Egossypii	1134_137705	h	1
Ecymbalariae	963_93818	t	Ecymbalariae	1134_137704	h	1
node_3	963_93817	t	node_3	1134_137703	h	1
Lkluyveri	963_93814	t	Lkluyveri	1134_137700	h	1
Lthermotolerans	963_93813	t	Lthermotolerans	1134_137699	h	1
node_1	963_93812	t	node_1	1134_137698	h	1
Tphaffii	2062_115460	t	Tphaffii	2977_50799	h	1
Tphaffii	1482_15520	h	Tphaffii	1483_123012	h	1
Knaganishii	1482_15518	h	Knaganishii	1483_123000	h	1
Kafricana	1482_15517	h	Kafricana	1483_123024	h	1
Scerevisiae	1482_15513	h	Scerevisiae	1483_123004	h	1
Ndairenensis	1482_15509	h	Ndairenensis	1483_123009	h	1
Cglabrata	1482_15504	h	Cglabrata	1483_122995	h	1
Tdelbrueckii	1482_15498	h	Tdelbrueckii	1483_123016	h	1
Zrouxii	1482_15497	h	Zrouxii	1483_123015	h	1
Klactis	1482_15494	h	Klactis	1483_122986	h	1
Egossypii	1482_15493	h	Egossypii	1483_122985	h	1
node_2	1482_15490	h	node_2	1483_122982	h	1
Lkluyveri	1482_15489	h	Lkluyveri	1483_122981	h	1
Lthermotolerans	1482_15488	h	Lthermotolerans	1483_122980	h	1
node_1	1482_15487	h	node_1	1483_122979	h	1
node_0	1482_15486	h	node_0	1483_122978	h	1
Knaganishii	2532_41060	h	Knaganishii	2533_179280	h	1
Scerevisiae	2532_41056	h	Scerevisiae	2533_179276	h	1
Tdelbrueckii	2532_41051	h	Tdelbrueckii	2533_179260	h	1
Egossypii	2562_90360	h	Egossypii	3668_141221	t	1
Ecymbalariae	2562_90359	h	Ecymbalariae	3668_141220	t	1
Lkluyveri	2562_90352	h	Lkluyveri	3668_141217	t	1
Lthermotolerans	2562_90351	h	Lthermotolerans	3668_141216	t	1
Tblattae	2562_90344	h	Tblattae	3668_141247	t	1
Tphaffii	2562_90343	h	Tphaffii	3668_141246	t	1
Tdelbrueckii	2562_90329	h	Tdelbrueckii	3668_141226	t	1
Zrouxii	2562_90328	h	Zrouxii	3668_141225	t	1
Klactis	2562_90325	h	Klactis	3668_141222	t	1
Tblattae	2647_227315	t	Tblattae	2649_122564	h	1
Klactis	2677_207605	t	Klactis	4384_222693	t	1
Egossypii	2677_207604	t	Egossypii	4384_222692	t	1
Ecymbalariae	2677_207603	t	Ecymbalariae	4384_222691	t	1
node_3	2677_207602	t	node_3	4384_222690	t	1
node_2	2677_207601	t	node_2	4384_222689	t	1
Lkluyveri	2677_207600	t	Lkluyveri	4384_222688	t	1
Lthermotolerans	2677_207599	t	Lthermotolerans	4384_222687	t	1
node_1	2677_207598	t	node_1	4384_222686	t	1
Knaganishii	4061_136213	t	Knaganishii	4986_76834	t	1
Cglabrata	4061_136208	t	Cglabrata	4986_76818	t	1
Scerevisiae	4061_136171	t	Scerevisiae	4986_76862	t	1
Tblattae	721_231957	t	Tblattae	723_5565	t	1
Tphaffii	3441_172615	t	Tphaffii	3442_202482	h	1
Ndairenensis	2666_176482	t	Ndairenensis	2667_90963	t	1
Kafricana	2666_176474	t	Kafricana	2667_90959	t	1
Cglabrata	2666_176454	t	Cglabrata	2667_90955	t	1
Knaganishii	2666_176442	t	Knaganishii	2667_90960	t	1
Ncastellii	2666_176419	t	Ncastellii	2667_90962	t	1
Scerevisiae	2666_176414	t	Scerevisiae	2667_90956	t	1
Ecymbalariae	535_75526	t	Ecymbalariae	4956_139154	t	1
Ndairenensis	1938_206964	t	Ndairenensis	1939_144167	t	1
Ncastellii	1938_206963	t	Ncastellii	1939_144166	t	1
Knaganishii	1938_206961	t	Knaganishii	1939_144185	t	1
Kafricana	1938_206960	t	Kafricana	1939_144184	t	1
node_10	1938_206959	t	node_10	1939_144183	t	1
Scerevisiae	1938_206957	t	Scerevisiae	1939_144180	t	1
node_7	1938_206954	t	node_7	1939_144177	t	1
Tdelbrueckii	1938_206952	t	Tdelbrueckii	1939_144174	t	1
Klactis	1938_206948	t	Klactis	1939_144156	t	1
Egossypii	1938_206947	t	Egossypii	1939_144155	t	1
Ecymbalariae	1938_206946	t	Ecymbalariae	1939_144154	t	1
node_3	1938_206945	t	node_3	1939_144153	t	1
node_2	1938_206944	t	node_2	1939_144152	t	1
Lkluyveri	1938_206943	t	Lkluyveri	1939_144151	t	1
Lthermotolerans	1938_206942	t	Lthermotolerans	1939_144150	t	1
node_1	1938_206941	t	node_1	1939_144149	t	1
node_0	1938_206940	t	node_0	1939_144148	t	1
Ndairenensis	2079_121119	h	Ndairenensis	2886_27118	t	1
Ncastellii	2079_121118	h	Ncastellii	2886_27117	t	1
Cglabrata	2079_121113	h	Cglabrata	2886_27140	t	1
Tblattae	2079_121108	h	Tblattae	2886_27121	t	1
Tphaffii	2079_121104	h	Tphaffii	2886_27132	t	1
Zrouxii	2079_121087	h	Zrouxii	2886_27100	t	1
Knaganishii	2079_121083	h	Knaganishii	2886_27145	t	1
Klactis	2079_121068	h	Klactis	2886_27096	t	1
Egossypii	2079_121067	h	Egossypii	2886_27095	t	1
Ecymbalariae	2079_121066	h	Ecymbalariae	2886_27094	t	1
node_3	2079_121065	h	node_3	2886_27093	t	1
node_2	2079_121064	h	node_2	2886_27092	t	1
Lkluyveri	2079_121063	h	Lkluyveri	2886_27091	t	1
Lthermotolerans	2079_121062	h	Lthermotolerans	2886_27090	t	1
node_1	2079_121061	h	node_1	2886_27089	t	1
node_0	2079_121060	h	node_0	2886_27088	t	1
Ndairenensis	3018_164724	h	Ndairenensis	3781_56257	t	1
Ncastellii	3018_164721	h	Ncastellii	3781_56256	t	1
Scerevisiae	3018_164714	h	Scerevisiae	3781_56243	t	1
Tdelbrueckii	3018_164701	h	Tdelbrueckii	3781_56236	t	1
Tphaffii	3018_164697	h	Tphaffii	3781_56268	t	1
Knaganishii	3018_164692	h	Knaganishii	3781_56248	t	1
Knaganishii	3018_164691	h	Knaganishii	3781_56266	t	1
Tblattae	3018_164682	h	Tblattae	3781_56269	t	1
Kafricana	3018_164678	h	Kafricana	3781_56247	t	1
Zrouxii	3018_164668	h	Zrouxii	3781_56235	t	1
Klactis	3018_164663	h	Klactis	3781_56232	t	1
Ecymbalariae	3018_164661	h	Ecymbalariae	3781_56230	t	1
Tphaffii	871_60235	t	Tphaffii	878_206465	h	1
Cglabrata	871_60191	t	Cglabrata	878_206453	h	1
Cglabrata	870_135381	h	Cglabrata	2238_77450	t	1
Tblattae	3242_143491	h	Tblattae	3243_117139	h	1
Tphaffii	3242_143490	h	Tphaffii	3243_117138	h	1
node_12	3242_143489	h	node_12	3243_117137	h	1
Knaganishii	3242_143488	h	Knaganishii	3243_117133	h	1
Cglabrata	3242_143483	h	Cglabrata	3243_117148	h	1
Kafricana	3242_143479	h	Kafricana	3243_117153	h	1
Scerevisiae	3242_143474	h	Scerevisiae	3243_117149	h	1
Ndairenensis	3242_143470	h	Ndairenensis	3243_117136	h	1
Ncastellii	3242_143469	h	Ncastellii	3243_117156	h	1
Tdelbrueckii	3242_143460	h	Tdelbrueckii	3243_117126	h	1
Zrouxii	3242_143459	h	Zrouxii	3243_117143	h	1
Klactis	3242_143456	h	Klactis	3243_117121	h	1
Egossypii	3242_143455	h	Egossypii	3243_117120	h	1
Ecymbalariae	3242_143454	h	Ecymbalariae	3243_117119	h	1
node_3	3242_143453	h	node_3	3243_117118	h	1
node_2	3242_143452	h	node_2	3243_117117	h	1
Lkluyveri	3242_143451	h	Lkluyveri	3243_117116	h	1
Lthermotolerans	3242_143450	h	Lthermotolerans	3243_117115	h	1
node_1	3242_143449	h	node_1	3243_117114	h	1
node_0	3242_143448	h	node_0	3243_117113	h	1
Tblattae	2073_110200	t	Tblattae	4662_64202	t	1
Scerevisiae	2073_110170	t	Scerevisiae	4662_64192	t	1
Tdelbrueckii	2073_110163	t	Tdelbrueckii	4662_64187	t	1
Zrouxii	2073_110162	t	Zrouxii	4662_64186	t	1
Tphaffii	2073_110159	t	Tphaffii	4662_64201	t	1
Lkluyveri	2073_110148	t	Lkluyveri	4662_64178	t	1
Egossypii	2073_110143	t	Egossypii	4662_64182	t	1
Ecymbalariae	2073_110142	t	Ecymbalariae	4662_64181	t	1
Lthermotolerans	2073_110138	t	Lthermotolerans	4662_64177	t	1
Klactis	2073_110133	t	Klactis	4662_64183	t	1
Tphaffii	916_227707	h	Tphaffii	3893_38942	t	1
Scerevisiae	4824_90494	h	Scerevisiae	4825_59483	h	1
Cglabrata	3300_2724	h	Cglabrata	3811_19837	h	1
Tblattae	3041_121271	t	Tblattae	3042_66533	h	1
Scerevisiae	2107_194432	t	Scerevisiae	2108_107544	h	1
Tblattae	2107_194426	t	Tblattae	2108_107554	h	1
Tphaffii	2107_194425	t	Tphaffii	2108_107553	h	1
node_12	2107_194424	t	node_12	2108_107552	h	1
Kafricana	2107_194422	t	Kafricana	2108_107548	h	1
Cglabrata	2107_194418	t	Cglabrata	2108_107534	h	1
Tdelbrueckii	2107_194412	t	Tdelbrueckii	2108_107527	h	1
Klactis	2107_194408	t	Klactis	2108_107523	h	1
Lthermotolerans	2107_194402	t	Lthermotolerans	2108_107519	h	1
Tdelbrueckii	1124_62641	h	Tdelbrueckii	4150_53762	h	1
Zrouxii	1124_62640	h	Zrouxii	4150_53761	h	1
Egossypii	1124_62637	h	Egossypii	4150_53757	h	1
Ecymbalariae	1124_62636	h	Ecymbalariae	4150_53756	h	1
Lkluyveri	1124_62632	h	Lkluyveri	4150_53753	h	1
Klactis	1124_62628	h	Klactis	4150_53758	h	1
Tblattae	2947_123948	t	Tblattae	2948_129415	h	1
Tphaffii	2947_123947	t	Tphaffii	2948_129414	h	1
node_12	2947_123946	t	node_12	2948_129413	h	1
Ndairenensis	2947_123945	t	Ndairenensis	2948_129412	h	1
Ncastellii	2947_123944	t	Ncastellii	2948_129411	h	1
Knaganishii	2947_123938	t	Knaganishii	2948_129409	h	1
Kafricana	2947_123937	t	Kafricana	2948_129408	h	1
Scerevisiae	2947_123933	t	Scerevisiae	2948_129405	h	1
Zrouxii	2947_123927	t	Zrouxii	2948_129432	h	1
Klactis	2947_123923	t	Klactis	2948_129390	h	1
Lthermotolerans	2947_123920	t	Lthermotolerans	2948_129384	h	1
Egossypii	2947_123916	t	Egossypii	2948_129389	h	1
Lkluyveri	2947_123911	t	Lkluyveri	2948_129385	h	1
Ndairenensis	413_83324	t	Ndairenensis	415_4305	t	1
Kafricana	413_83315	t	Kafricana	415_4301	t	1
Egossypii	2355_230966	t	Egossypii	4679_186118	t	1
Klactis	885_149890	h	Klactis	2525_138989	t	1
Cglabrata	3254_57077	t	Cglabrata	4353_126931	t	1
Tdelbrueckii	3264_158219	h	Tdelbrueckii	3266_202397	t	1
Ndairenensis	573_188846	t	Ndairenensis	1970_118120	t	1
Tblattae	1822_130646	t	Tblattae	3554_85500	t	1
Tphaffii	1822_130645	t	Tphaffii	3554_85499	t	1
Ndairenensis	1822_130643	t	Ndairenensis	3554_85497	t	1
Ncastellii	1822_130642	t	Ncastellii	3554_85496	t	1
Scerevisiae	1822_130628	t	Scerevisiae	3554_85492	t	1
Tdelbrueckii	1822_130621	t	Tdelbrueckii	3554_85475	t	1
Zrouxii	1822_130620	t	Zrouxii	3554_85474	t	1
node_5	1822_130619	t	node_5	3554_85473	t	1
node_4	1822_130618	t	node_4	3554_85472	t	1
Klactis	1822_130617	t	Klactis	3554_85471	t	1
Egossypii	1822_130616	t	Egossypii	3554_85470	t	1
node_2	1822_130613	t	node_2	3554_85467	t	1
Lkluyveri	1822_130612	t	Lkluyveri	3554_85466	t	1
Lthermotolerans	1822_130611	t	Lthermotolerans	3554_85465	t	1
node_1	1822_130610	t	node_1	3554_85464	t	1
node_0	1822_130609	t	node_0	3554_85463	t	1
Knaganishii	201_171449	t	Knaganishii	1411_96923	h	1
Kafricana	201_171448	t	Kafricana	1411_96922	h	1
Ndairenensis	201_171437	t	Ndairenensis	1411_96926	h	1
Egossypii	306_9658	h	Egossypii	1467_152103	h	1
Ndairenensis	795_84961	h	Ndairenensis	4905_91866	h	1
Knaganishii	795_84958	h	Knaganishii	4905_91863	h	1
Kafricana	795_84957	h	Kafricana	4905_91862	h	1
Cglabrata	795_84953	h	Cglabrata	4905_91844	h	1
Klactis	191_184467	t	Klactis	4420_85197	t	1
Ecymbalariae	191_184422	t	Ecymbalariae	4420_85195	t	1
Lkluyveri	191_184417	t	Lkluyveri	4420_85192	t	1
Egossypii	191_184413	t	Egossypii	4420_85196	t	1
Lthermotolerans	191_184408	t	Lthermotolerans	4420_85191	t	1
Tdelbrueckii	191_184392	t	Tdelbrueckii	4420_85201	t	1
Egossypii	336_63800	t	Egossypii	3018_164662	h	1
Egossypii	445_64605	t	Egossypii	1647_52698	h	1
Lthermotolerans	3634_47565	h	Lthermotolerans	4150_53752	h	1
Ndairenensis	1161_194123	t	Ndairenensis	1162_161761	t	1
Ncastellii	1161_194122	t	Ncastellii	1162_161760	t	1
Knaganishii	1161_194120	t	Knaganishii	1162_161745	t	1
Kafricana	1161_194119	t	Kafricana	1162_161744	t	1
Cglabrata	1161_194115	t	Cglabrata	1162_161755	t	1
Tdelbrueckii	1161_194111	t	Tdelbrueckii	1162_161737	t	1
Zrouxii	1161_194110	t	Zrouxii	1162_161736	t	1
Klactis	1161_194107	t	Klactis	1162_161732	t	1
Egossypii	1161_194106	t	Egossypii	1162_161725	t	1
Ecymbalariae	1161_194105	t	Ecymbalariae	1162_161724	t	1
Lkluyveri	1161_194102	t	Lkluyveri	1162_161729	t	1
Lthermotolerans	1161_194101	t	Lthermotolerans	1162_161720	t	1
Ndairenensis	652_49926	h	Ndairenensis	1065_152175	h	1
Ncastellii	652_49925	h	Ncastellii	1065_152174	h	1
node_11	652_49924	h	node_11	1065_152173	h	1
Kafricana	652_49923	h	Kafricana	1065_152172	h	1
Klactis	1848_52728	t	Klactis	3823_109314	h	1
Lkluyveri	1848_52723	t	Lkluyveri	3823_109311	h	1
Lthermotolerans	1848_52722	t	Lthermotolerans	3823_109310	h	1
Tphaffii	1653_22282	h	Tphaffii	2868_214564	h	1
Ecymbalariae	3135_125124	t	Ecymbalariae	3456_127	h	1
Zrouxii	309_140706	t	Zrouxii	2771_35431	h	1
Tblattae	309_140700	t	Tblattae	2771_35448	h	1
Ecymbalariae	309_140684	t	Ecymbalariae	2771_35426	h	1
Lkluyveri	309_140677	t	Lkluyveri	2771_35423	h	1
Tphaffii	309_140669	t	Tphaffii	2771_35447	h	1
Tdelbrueckii	309_140664	t	Tdelbrueckii	2771_35432	h	1
Egossypii	309_140660	t	Egossypii	2771_35427	h	1
Lthermotolerans	309_140655	t	Lthermotolerans	2771_35422	h	1
Tblattae	3497_173131	t	Tblattae	3784_85685	h	1
Tphaffii	4505_133896	t	Tphaffii	4507_153602	h	1
Ndairenensis	147_177836	t	Ndairenensis	1345_98645	t	1
Ncastellii	147_177835	t	Ncastellii	1345_98644	t	1
node_11	147_177834	t	node_11	1345_98643	t	1
Knaganishii	147_177833	t	Knaganishii	1345_98642	t	1
Kafricana	147_177832	t	Kafricana	1345_98641	t	1
node_10	147_177831	t	node_10	1345_98640	t	1
node_9	147_177830	t	node_9	1345_98639	t	1
Scerevisiae	147_177829	t	Scerevisiae	1345_98638	t	1
Cglabrata	147_177828	t	Cglabrata	1345_98637	t	1
node_8	147_177827	t	node_8	1345_98636	t	1
node_7	147_177826	t	node_7	1345_98635	t	1
Tdelbrueckii	147_177822	t	Tdelbrueckii	1345_98633	t	1
Zrouxii	147_177821	t	Zrouxii	1345_98632	t	1
node_5	147_177820	t	node_5	1345_98631	t	1
node_4	147_177819	t	node_4	1345_98630	t	1
Klactis	147_177818	t	Klactis	1345_98629	t	1
Egossypii	147_177817	t	Egossypii	1345_98628	t	1
Ecymbalariae	147_177816	t	Ecymbalariae	1345_98627	t	1
node_3	147_177815	t	node_3	1345_98626	t	1
node_2	147_177814	t	node_2	1345_98625	t	1
Lkluyveri	147_177813	t	Lkluyveri	1345_98624	t	1
Lthermotolerans	147_177812	t	Lthermotolerans	1345_98623	t	1
node_1	147_177811	t	node_1	1345_98622	t	1
node_0	147_177810	t	node_0	1345_98621	t	1
Tblattae	749_49734	h	Tblattae	750_203341	t	1
Tphaffii	749_49733	h	Tphaffii	750_203340	t	1
Kafricana	749_49728	h	Kafricana	750_203334	t	1
Ndairenensis	749_49718	h	Ndairenensis	750_203338	t	1
Ncastellii	749_49707	h	Ncastellii	750_203337	t	1
Knaganishii	749_49695	h	Knaganishii	750_203335	t	1
Scerevisiae	749_49687	h	Scerevisiae	750_203331	t	1
Tdelbrueckii	749_49679	h	Tdelbrueckii	750_203326	t	1
Zrouxii	749_49678	h	Zrouxii	750_203325	t	1
node_5	749_49677	h	node_5	750_203324	t	1
node_4	749_49676	h	node_4	750_203323	t	1
Egossypii	749_49675	h	Egossypii	750_203321	t	1
Lthermotolerans	749_49670	h	Lthermotolerans	750_203316	t	1
Klactis	749_49666	h	Klactis	750_203322	t	1
Lkluyveri	749_49663	h	Lkluyveri	750_203317	t	1
Tblattae	3870_169173	h	Tblattae	3875_167378	h	1
Tphaffii	3870_169172	h	Tphaffii	3875_167402	h	1
Ncastellii	3689_4611	h	Ncastellii	3690_202633	h	1
Knaganishii	3689_4609	h	Knaganishii	3690_202631	h	1
Scerevisiae	3689_4605	h	Scerevisiae	3690_202627	h	1
Cglabrata	3689_4604	h	Cglabrata	3690_202626	h	1
Tblattae	2140_93310	t	Tblattae	2823_99210	t	1
Ndairenensis	2157_90730	h	Ndairenensis	3375_212071	h	1
Ncastellii	2157_90729	h	Ncastellii	3375_212070	h	1
Ndairenensis	2435_80031	t	Ndairenensis	2437_202817	h	1
Tblattae	2435_80015	t	Tblattae	2437_202829	h	1
Kafricana	4132_87515	t	Kafricana	4133_25904	t	1
Cglabrata	4132_87510	t	Cglabrata	4133_25900	t	1
Ndairenensis	4132_87506	t	Ndairenensis	4133_25907	t	1
Ncastellii	4132_87505	t	Ncastellii	4133_25906	t	1
Zrouxii	4132_87497	t	Zrouxii	4133_25893	t	1
Knaganishii	4132_87493	t	Knaganishii	4133_25916	t	1
Scerevisiae	4132_87488	t	Scerevisiae	4133_25911	t	1
Tdelbrueckii	4132_87482	t	Tdelbrueckii	4133_25894	t	1
Lkluyveri	4132_87468	t	Lkluyveri	4133_25885	t	1
Tdelbrueckii	2137_141854	t	Tdelbrueckii	2834_159118	t	1
Zrouxii	2137_141853	t	Zrouxii	2834_159117	t	1
Klactis	2137_141850	t	Klactis	2834_159114	t	1
Lkluyveri	2137_141847	t	Lkluyveri	2834_159109	t	1
Lthermotolerans	2137_141846	t	Lthermotolerans	2834_159108	t	1
Egossypii	2137_141843	t	Egossypii	2834_159113	t	1
Ecymbalariae	2137_141842	t	Ecymbalariae	2834_159112	t	1
Cglabrata	1571_101768	t	Cglabrata	1572_94227	t	1
Tdelbrueckii	1571_101751	t	Tdelbrueckii	1572_94209	t	1
Zrouxii	1571_101750	t	Zrouxii	1572_94208	t	1
Klactis	1571_101747	t	Klactis	1572_94204	t	1
Scerevisiae	1571_101736	t	Scerevisiae	1572_94228	t	1
Egossypii	1571_101728	t	Egossypii	1572_94203	t	1
Ecymbalariae	1571_101727	t	Ecymbalariae	1572_94202	t	1
Lkluyveri	1571_101723	t	Lkluyveri	1572_94199	t	1
Lthermotolerans	1571_101722	t	Lthermotolerans	1572_94198	t	1
Tphaffii	2356_48018	t	Tphaffii	2905_200886	t	1
Ndairenensis	1393_166819	h	Ndairenensis	1394_166668	h	1
Ncastellii	1393_166818	h	Ncastellii	1394_166667	h	1
Kafricana	1393_166816	h	Kafricana	1394_166681	h	1
Scerevisiae	1393_166803	h	Scerevisiae	1394_166691	h	1
Knaganishii	75_143382	t	Knaganishii	2498_147515	h	1
Kafricana	75_143381	t	Kafricana	2498_147528	h	1
Cglabrata	75_143378	t	Cglabrata	2498_147523	h	1
Tdelbrueckii	75_143358	t	Tdelbrueckii	2498_147506	h	1
Zrouxii	75_143357	t	Zrouxii	2498_147519	h	1
Klactis	75_143354	t	Klactis	2498_147501	h	1
Egossypii	75_143353	t	Egossypii	2498_147500	h	1
Ecymbalariae	75_143352	t	Ecymbalariae	2498_147499	h	1
node_3	75_143351	t	node_3	2498_147498	h	1
node_2	75_143350	t	node_2	2498_147497	h	1
Lkluyveri	75_143349	t	Lkluyveri	2498_147496	h	1
Lthermotolerans	75_143348	t	Lthermotolerans	2498_147495	h	1
node_1	75_143347	t	node_1	2498_147494	h	1
node_0	75_143346	t	node_0	2498_147493	h	1
Egossypii	1983_205363	t	Egossypii	4324_126625	t	1
Ecymbalariae	1983_205362	t	Ecymbalariae	4324_126624	t	1
node_3	1983_205361	t	node_3	4324_126623	t	1
Lkluyveri	1983_205359	t	Lkluyveri	4324_126620	t	1
Lthermotolerans	1983_205358	t	Lthermotolerans	4324_126619	t	1
node_1	1983_205357	t	node_1	4324_126618	t	1
Tblattae	2251_27188	h	Tblattae	3584_137074	h	1
Tphaffii	2251_27187	h	Tphaffii	3584_137073	h	1
Ndairenensis	2251_27172	h	Ndairenensis	3584_137071	h	1
Ncastellii	2251_27171	h	Ncastellii	3584_137070	h	1
Knaganishii	2251_27169	h	Knaganishii	3584_137098	h	1
Kafricana	2251_27168	h	Kafricana	3584_137085	h	1
Scerevisiae	2251_27165	h	Scerevisiae	3584_137080	h	1
Cglabrata	2251_27164	h	Cglabrata	3584_137093	h	1
Tdelbrueckii	2251_27159	h	Tdelbrueckii	3584_137062	h	1
Zrouxii	2251_27158	h	Zrouxii	3584_137061	h	1
Klactis	2251_27155	h	Klactis	3584_137057	h	1
Egossypii	2251_27154	h	Egossypii	3584_137056	h	1
Ecymbalariae	2251_27153	h	Ecymbalariae	3584_137055	h	1
node_3	2251_27152	h	node_3	3584_137054	h	1
node_2	2251_27151	h	node_2	3584_137053	h	1
Lkluyveri	2251_27150	h	Lkluyveri	3584_137052	h	1
Lthermotolerans	2251_27149	h	Lthermotolerans	3584_137051	h	1
node_1	2251_27148	h	node_1	3584_137050	h	1
node_0	2251_27147	h	node_0	3584_137049	h	1
Ecymbalariae	1772_164058	t	Ecymbalariae	3266_202391	t	1
Cglabrata	3944_134674	h	Cglabrata	3948_136640	h	1
Tblattae	108_142995	t	Tblattae	3555_218959	t	1
Tphaffii	108_142959	t	Tphaffii	3555_218974	t	1
Tdelbrueckii	108_142949	t	Tdelbrueckii	3555_218949	t	1
Zrouxii	108_142948	t	Zrouxii	3555_218948	t	1
Klactis	108_142944	t	Klactis	3555_218945	t	1
Egossypii	108_142943	t	Egossypii	3555_218944	t	1
Ecymbalariae	108_142942	t	Ecymbalariae	3555_218943	t	1
node_3	108_142941	t	node_3	3555_218942	t	1
node_2	108_142940	t	node_2	3555_218941	t	1
Lkluyveri	108_142939	t	Lkluyveri	3555_218940	t	1
Lthermotolerans	108_142938	t	Lthermotolerans	3555_218939	t	1
node_1	108_142937	t	node_1	3555_218938	t	1
node_0	108_142936	t	node_0	3555_218937	t	1
Tblattae	4160_117863	t	Tblattae	4497_200537	h	1
Kafricana	4160_117859	t	Kafricana	4497_200516	h	1
Ndairenensis	4160_117851	t	Ndairenensis	4497_200531	h	1
Ncastellii	4160_117850	t	Ncastellii	4497_200529	h	1
Scerevisiae	4160_117846	t	Scerevisiae	4497_200510	h	1
Tdelbrueckii	4160_117840	t	Tdelbrueckii	4497_200491	h	1
Zrouxii	4160_117839	t	Zrouxii	4497_200504	h	1
Egossypii	4160_117835	t	Egossypii	4497_200486	h	1
Ecymbalariae	4160_117834	t	Ecymbalariae	4497_200485	h	1
node_3	4160_117833	t	node_3	4497_200484	h	1
Lkluyveri	4160_117831	t	Lkluyveri	4497_200481	h	1
Lthermotolerans	4160_117830	t	Lthermotolerans	4497_200480	h	1
node_1	4160_117829	t	node_1	4497_200479	h	1
node_0	4160_117828	t	node_0	4497_200478	h	1
Ecymbalariae	2128_146100	h	Ecymbalariae	2260_76733	h	1
Klactis	4308_29022	h	Klactis	4887_53926	h	1
Egossypii	4308_29021	h	Egossypii	4887_53925	h	1
Ecymbalariae	4308_29020	h	Ecymbalariae	4887_53924	h	1
node_3	4308_29019	h	node_3	4887_53923	h	1
node_2	4308_29018	h	node_2	4887_53922	h	1
Lkluyveri	4308_29017	h	Lkluyveri	4887_53921	h	1
